SK_ID_CURR,TARGET
100001,0.06505115350365893
100005,0.1264008628620721
100013,0.0812388348175381
100028,0.061509363614455005
100038,0.12830764326246144
100042,0.05589356265430255
100057,0.08303505659957812
100065,0.12547014945404747
100066,0.050359062441853036
100067,0.1032945696770485
100074,0.06324561358749245
100090,0.11512749959390196
100091,0.11715822104511228
100092,0.09810110738049091
100106,0.15582105555336914
100107,0.11181272003296586
100109,0.09856982364431124
100117,0.0762164392545638
100128,0.07349350185004873
100141,0.08792808085047804
100150,0.07549698001080193
100168,0.0649948468652681
100169,0.044324958226132326
100170,0.08690339091889719
100171,0.09982796639888057
100172,0.12153726652090688
100184,0.07391717210447454
100187,0.06173908150778883
100212,0.08580741486609235
100222,0.08476303380360349
100223,0.06309495139766644
100232,0.07324641756621232
100241,0.14118941603018179
100245,0.07944665703268997
100253,0.06144341107720485
100256,0.0945055225006065
100271,0.05483319047297363
100278,0.10646984965464174
100280,0.07066897821557812
100306,0.15388845599462228
100311,0.10708583173122703
100312,0.06354206411778854
100330,0.07495907404325683
100331,0.0894773443603707
100352,0.09284457873378954
100358,0.09300646295957889
100367,0.08562889481562194
100382,0.0852810647115959
100384,0.07421528114337465
100385,0.11568043013464611
100386,0.09037798935695135
100399,0.07180169163277553
100404,0.0692637614287725
100416,0.07177980818878774
100422,0.12102744691321064
100426,0.07943465420508557
100438,0.0684541590471429
100444,0.11472582332051408
100445,0.12338752376867872
100446,0.11718791412933047
100447,0.06484685933662429
100450,0.073684897940814
100466,0.08577776882932904
100483,0.07288528331888562
100484,0.052560838077373696
100494,0.08403868913148654
100510,0.12550612364273953
100512,0.059550916846472644
100517,0.06955169980080023
100548,0.058363705407433124
100551,0.07007066447882378
100552,0.1256188788202177
100553,0.08592070699338528
100561,0.09290545248633332
100568,0.12349820383732105
100569,0.06932599505218809
100591,0.09532500450649674
100592,0.0478670004799343
100602,0.10761530978210722
100607,0.07915733752121464
100613,0.08342402592094014
100617,0.07819070190652505
100618,0.09140864410334718
100622,0.16354194746655248
100625,0.12431263176237188
100677,0.08352778474211335
100699,0.07670660572911968
100702,0.1367798629986976
100711,0.08414673212557172
100729,0.1370049868961547
100740,0.11816033287164776
100744,0.1048265472005228
100745,0.10250459482496345
100747,0.10006022563221768
100751,0.11105572463681837
100752,0.08554727492674782
100753,0.145713595978099
100754,0.09584956063196268
100760,0.10778869724450367
100762,0.09414765932663505
100763,0.07689646213231562
100765,0.07605647559910429
100770,0.10165115911132172
100772,0.08600916255940481
100777,0.08513413574717509
100791,0.06889436622965484
100792,0.05947658166287276
100797,0.08817675375476751
100823,0.0945128169619222
100826,0.09202204145795942
100830,0.06687916893389159
100836,0.1316864554178185
100872,0.08325691765578369
100910,0.08810221959395798
100913,0.058434677809537455
100918,0.07937864673538463
100931,0.05514747184902411
100952,0.11949028480529325
100953,0.1017295423941372
100965,0.10498516324440446
100970,0.0812580740871969
100982,0.12076705043209855
100983,0.08480641018997757
100984,0.06855209535901985
100987,0.1151038333670754
100997,0.09121567065736026
100998,0.1314093219068117
101002,0.09746583153356286
101005,0.1345343870995149
101008,0.1205359339427793
101020,0.0944068816820664
101021,0.09105592060098774
101024,0.09414318667965496
101025,0.1271110342296224
101026,0.09416244449873667
101031,0.08579609370327168
101041,0.05721681798444143
101051,0.0641150912052762
101055,0.08877760222898098
101056,0.1311208831706194
101057,0.10187608479978887
101064,0.07281106654750832
101079,0.07948754488696325
101087,0.08834801209149978
101090,0.06424746086440268
101092,0.09062466161434943
101097,0.09630861490977705
101099,0.05557693052080141
101107,0.08948925292336843
101118,0.09101263913059841
101125,0.09791544727678902
101126,0.08149108478468305
101128,0.09538579307817156
101136,0.12997008966990414
101140,0.10720188790181287
101149,0.07461143447731626
101160,0.08020977113151724
101169,0.11390470408143112
101181,0.07426691984170439
101186,0.05765661341740579
101190,0.09935317534686068
101193,0.11827633062849448
101194,0.08977073088165724
101198,0.09753728988346813
101200,0.07655872406535717
101204,0.09941226420334157
101211,0.0818597210700553
101213,0.08381076173089552
101223,0.07259101388072678
101225,0.09344779613202271
101237,0.07531944108282394
101243,0.07945522275754172
101244,0.10902938959099731
101258,0.0684465733298162
101259,0.1546726568165297
101268,0.10278010414570819
101269,0.06505812947658031
101271,0.11227443019629098
101279,0.07017851485663784
101281,0.08675545030959654
101287,0.07470331555638919
101292,0.09197170296561234
101294,0.07760337849291878
101296,0.06648767601102719
101297,0.08110229421754486
101299,0.061484733927169015
101301,0.0760256022284799
101305,0.07619891274800909
