Id,SalePrice
1461,124174.89357474764
1462,161189.07751063764
1463,183115.21480940835
1464,193702.25029937038
1465,193736.6758710352
1466,176677.61199648798
1467,176474.6658334774
1468,168105.33855971784
1469,183513.1068908109
1470,123261.10204193453
1471,193316.05364568144
1472,93682.43723700619
1473,98931.75132135759
1474,151694.99336433277
1475,117755.40855303383
1476,371474.56370763964
1477,248108.01661663695
1478,291217.23992572917
1479,278472.73005589447
1480,482024.0533272201
1481,319676.2566655243
1482,203973.43230900774
1483,179929.18880686624
1484,170801.15485417566
1485,177654.84861354713
1486,192211.7129829665
1487,328015.8341746443
1488,228952.032540868
1489,199178.5014871332
1490,227951.19559612617
1491,194829.9161031643
1492,93226.11892275802
1493,174004.08297944083
1494,303806.2696706325
1495,292456.3620167292
1496,232526.13963318954
1497,182123.67680331224
1498,169954.51318682331
1499,159545.0483565115
1500,154213.19771230896
1501,173587.831821157
1502,159389.67262903857
1503,293565.44005707133
1504,234727.3172515714
1505,221867.85971804467
1506,182054.27420336017
1507,250172.34032206642
1508,200475.68843266426
1509,158892.4403180506
1510,146194.94730276262
1511,154979.19667854928
1512,173382.7926241737
1513,138663.71595112182
1514,158851.09633095618
1515,186671.18391598077
1516,149217.60989700322
1517,159386.1780419464
1518,134295.29321906963
1519,219598.41629707682
1520,135715.88358159026
1521,139467.00951591687
1522,168351.435302844
1523,114307.43558438944
1524,123246.17567423228
1525,124790.82546517599
1526,119853.02049895993
1527,106594.84722838717
1528,131750.11951951773
1529,149172.2467675524
1530,173695.09667218346
1531,116761.45255686872
1532,102786.92124691897
1533,143074.2742357525
1534,121317.5454258338
1535,150265.29954213407
1536,112560.64879663811
1537,71220.72320220247
1538,145059.43406491095
1539,192689.2469404269
1540,89269.43585384518
1541,137824.47015274345
1542,140879.80992300957
1543,194899.9735871664
1544,85907.37676179901
1545,106833.84870094224
1546,129631.98792870024
1547,137229.36598140572
1548,132145.8329716585
1549,113895.23656020201
1550,134837.50953037574
1551,112228.4849246289
1552,137754.59787742764
1553,136906.6314777435
1554,117005.372254404
1555,163883.40979535857
1556,84105.13162544982
1557,105849.59677483512
1558,97184.88047756124
1559,75374.65705793058
1560,131527.63375319075
1561,130189.1579275428
1562,130676.93808572784
1563,121293.23631668247
1564,164354.31829674763
1565,149726.486509461
1566,223494.77746530177
1567,82380.91382329917
1568,231919.84104893287
1569,146465.2424715593
1570,137883.45035972624
1571,127250.84354347014
1572,145960.20731639993
1573,231167.77687446444
1574,112175.17711022093
1575,210218.0938332501
1576,230952.38083457653
1577,190519.17456366748
1578,146339.65078159046
1579,141720.7345866521
1580,189522.5513012788
1581,148750.9159085358
1582,129337.28676975892
1583,326723.7614280841
1584,228855.86026224465
1585,144401.34262457042
1586,79902.92635232695
1587,104597.02142839105
1588,151157.06738561552
1589,99853.94410911611
1590,134551.89382410477
1591,97415.96201416249
1592,121162.4901940151
1593,124917.64693561496
1594,122636.84866308351
1595,109971.94047756643
1596,249385.60723547297
1597,185022.24313457057
1598,199934.21041581556
1599,170170.4588287059
1600,169064.40527443486
1601,70506.2372652845
1602,116049.88102140845
1603,71332.8740446157
1604,272938.10802589875
1605,245755.8577574498
1606,165117.0018204747
1607,167339.6613585977
1608,218452.01929882355
1609,187401.36000649977
1610,151186.68290327032
1611,141883.21905004344
1612,175946.28734187645
1613,169039.40430210048
1614,116683.5246776119
1615,86964.77913292473
1616,76787.8072994808
1617,90297.62653351565
1618,132553.36099386873
1619,137651.4563691825
1620,161974.3701741551
1621,137990.25185883624
1622,141036.3151776397
1623,264554.5969885333
1624,215518.94955360465
1625,124115.22587549145
1626,165554.84818656417
1627,189491.41706578972
1628,265010.1688429988
1629,172997.70941484053
1630,349823.84150494897
1631,218555.6278874372
1632,239833.2808706831
1633,168246.6245637406
1634,181387.66696853287
1635,180789.22924255044
1636,157676.47110771184
1637,199907.44150114153
1638,196188.53400916263
1639,178938.80907214037
1640,246295.38608509378
1641,171021.14195078687
1642,229467.58958541614
1643,222324.0855972404
1644,228027.77620028044
1645,207867.32242096763
1646,156225.707523042
1647,154129.32092884427
1648,131525.45393520995
1649,139936.37612643483
1650,116595.10488686858
1651,121496.25927787097
1652,95529.63762904702
1653,96685.95955292153
1654,147698.49078549017
1655,141217.3850315178
1656,144040.81768536632
1657,147264.96909591582
1658,148248.101286982
1659,124951.81170634287
1660,152654.64831639602
1661,470172.454635796
1662,389409.8684686613
1663,392277.66327873006
1664,488883.0224914374
1665,309788.4314765236
1666,321001.90337994753
1667,378425.6515044531
1668,341234.0229353588
1669,293132.2842272172
1670,335267.186341321
1671,270839.92338772793
1672,434377.2042437429
1673,294987.3628316489
1674,248652.20513051577
1675,199308.1741654464
1676,195172.12362805748
1677,215724.08681611205
1678,464718.0340715126
1679,391942.45985181787
1680,327644.1005476748
1681,241767.0061984723
