Id,SalePrice
1461,124438.84880298513
1462,156878.76941417926
1463,185067.40708304412
1464,192231.10247064946
1465,190355.28034187912
1466,179035.07976349184
1467,174948.1510041961
1468,170429.2763507605
1469,181716.43060335194
1470,124607.92589332587
1471,197469.2966745455
1472,90916.47538080475
1473,100227.58641756744
1474,154364.29095770745
1475,118712.14743840533
1476,377632.83464629756
1477,243761.50235450696
1478,291496.1400867965
1479,275200.30452581955
1480,467826.4402611534
1481,316574.1324932706
1482,203397.95713145193
1483,181826.29437283886
1484,173244.75202962413
1485,175514.68845382446
1486,192509.7364043146
1487,325488.932224327
1488,228289.117751003
1489,200810.37676717027
1490,222595.76812147954
1491,194578.16899937915
1492,92606.61922243089
1493,180884.4362052707
1494,308712.9999800471
1495,295894.92977777694
1496,232678.225405403
1497,181966.33350429364
1498,160713.08491700896
1499,158921.67367710316
1500,153507.1720347916
1501,170338.15150054946
1502,161957.49846453086
1503,298042.34157644113
1504,231624.0099202363
1505,219004.9229117483
1506,180306.3679076486
1507,245937.4724287976
1508,201626.7372469347
1509,160007.98581980058
1510,146895.85566175202
1511,147629.01492683234
1512,172137.03688286844
1513,137638.27354738672
1514,155343.05093598785
1515,182785.08831708325
1516,149041.4867348509
1517,158601.86004120825
1518,135385.61154505663
1519,221701.48348944442
1520,139054.44933045493
1521,142405.88528364332
1522,164564.46254669354
1523,114640.33734339221
1524,123953.63621652762
1525,125881.55487616886
1526,123506.69831668785
1527,105065.33259477095
1528,129477.49227922631
1529,145917.29877416932
1530,167897.85556928514
1531,118682.1338821378
1532,106251.17145087324
1533,140684.906801204
1534,117140.71817051677
1535,155046.32141530214
1536,115410.18085227047
1537,74366.24436065722
1538,147523.81425040832
1539,191463.12642598109
1540,91449.09498144996
1541,140715.95318605154
1542,136695.22681446103
1543,200942.231898886
1544,83788.46167846078
1545,102840.43008029145
1546,125428.89787834905
1547,137587.10632844345
1548,129354.81326010011
1549,108812.44678235265
1550,135421.30807181494
1551,113583.560924551
1552,138431.70030639262
1553,138349.65309965666
1554,117055.01706460338
1555,163936.94418234556
1556,79714.78058756926
1557,103562.58480108628
1558,93298.45852228394
1559,85548.37272629605
1560,129904.0101430728
1561,134611.44115744453
1562,128440.87896906765
1563,121150.98680544135
1564,164520.68877614473
1565,152718.61353625907
1566,221354.72910946363
1567,82161.82887888543
1568,226308.5185704971
1569,152676.397609501
1570,139991.39314470562
1571,131659.34478016463
1572,148150.53793138085
1573,238957.75855748745
1574,109098.10017767172
1575,207752.21671549155
1576,228644.24155679866
1577,196315.29008116192
1578,149247.72420393993
1579,141642.67995179788
1580,188328.7655570425
1581,146970.22485394697
1582,130507.93316152679
1583,334425.6771981141
1584,230479.25925436796
1585,145482.37604682357
1586,79673.99092887227
1587,100544.58734052115
1588,153237.15354784852
1589,99306.1032113316
1590,135308.10754466362
1591,99241.36675471134
1592,123474.42898995585
1593,124120.19557638779
1594,121430.50822916608
1595,111715.37351705752
1596,261884.12966984083
1597,180141.4533130033
1598,193290.78632069554
1599,175261.50458112828
1600,176054.42661852602
1601,68037.53218502842
1602,113272.57796429684
1603,75333.65895030065
1604,277801.0519995722
1605,250239.84042417657
1606,164867.81673062386
1607,160212.60384955027
1608,222806.8989263105
1609,188866.32643997797
1610,150289.03390943535
1611,146885.18406573174
1612,177212.5666780211
1613,170015.67664522328
1614,119301.53928590455
1615,86685.11207807291
1616,75805.76057953293
1617,89373.33466850901
1618,129006.1653300677
1619,135993.14663815522
1620,159991.8522465274
1621,139031.43792869378
1622,140169.24335265724
1623,269813.4644807924
1624,217677.41926586887
1625,125734.6966582258
1626,164133.54693733578
1627,186988.69067242794
1628,265491.03369751706
1629,172739.43324669762
1630,336414.3519371257
1631,212855.69225204492
1632,236720.28053927762
1633,167143.90073448484
1634,179483.4679568403
1635,183665.4257786451
1636,158589.37561844202
1637,196474.32898289058
1638,201845.0104015301
1639,177091.3067325878
1640,247653.9543467933
1641,168123.28443673975
1642,224520.37866301893
1643,219001.73452170368
1644,227388.00346440764
1645,198207.77344260667
1646,155193.72342808326
1647,153869.69943716764
1648,133196.34588726188
1649,139961.2341499264
1650,117584.98364285758
1651,121839.294838165
1652,93587.81772509498
1653,94062.10132301284
1654,147723.2283126217
1655,145000.18853747874
1656,145334.29327759566
1657,145212.82861552923
1658,147396.71575599318
1659,124175.82563587869
1660,153137.9864016022
1661,473338.4762593661
1662,383768.96409027633
1663,399199.6278507647
1664,427557.98115049617
1665,313974.19904172193
1666,327305.22223232075
1667,380636.3388746638
1668,345433.50554632297
1669,291081.8802313208
1670,332203.2709773424
1671,265886.3222573924
1672,425476.7561646324
1673,293189.0879274721
1674,248439.811348654
1675,198366.50520408837
1676,194801.00075348164
1677,214706.35797442778
1678,454416.62516109046
1679,393907.8777690918
1680,334041.3073035455
1681,245112.76926369817
1682,313795.1450004857
1683,189766.72503748848
1684,178114.28458406235
1685,179824.84881282185
1686,173355.98171505288
1687,170829.52189466578
1688,190019.59204780054
1689,192600.84902819624
1690,188949.75029495533
1691,179025.70987356536
1692,255795.7409524758
1693,165557.17319471415
1694,183355.11825947947
1695,161419.1395656729
1696,264446.28022668004
1697,164190.4484938828
1698,350398.0897448814
1699,342613.6697870814
1700,241007.87812290262
1701,263724.48206854425
1702,248777.94309963525
1703,257971.03237425277
1704,281291.94680121826
1705,232772.2468633094
1706,361820.5523207227
1707,212456.11990377438
1708,208052.4601029297
1709,264856.7919865978
1710,216840.5819486996
1711,260924.02074720745
1712,250302.34641599402
1713,276873.0708380888
1714,222735.31488809595
1715,200273.5145176066
1716,177425.15087181237
1717,166464.90686055165
1718,123186.68847238422
1719,197924.58263968685
1720,240380.12200557333
1721,167400.1851061405
1722,115920.12554764136
1723,160026.01055841637
1724,211193.75358820235
1725,233526.3913426188
1726,187119.15370856196
1727,172624.86008287198
1728,182884.14257787712
1729,158931.0075555471
1730,157357.28694240918
1731,119398.87685467095
1732,127414.11511126721
1733,122296.06064772948
1734,125624.50588321152
1735,137932.9846725319
1736,113029.2991047752
1737,315788.5015352736
1738,218997.71126283615
1739,256600.78258080594
1740,223051.5924871377
1741,193444.10793815757
1742,171144.88438897656
1743,172417.2258706813
1744,274494.97962841066
1745,217183.97701975756
1746,194593.99279709358
1747,208947.45494467413
1748,217687.73218768832
1749,160188.32014411484
1750,133771.2046531143
1751,222321.5582291709
1752,124610.36523033836
1753,151591.24711462372
1754,183183.30423887153
1755,170667.40518028592
1756,126234.2021638162
1757,122653.27684718976
1758,147416.9229162346
1759,164270.4166115005
1760,167689.18052162876
1761,143689.74066013182
1762,171879.1431078556
1763,166886.09570533733
1764,116384.12897017796
1765,162929.18113125398
1766,177938.1613536616
1767,209662.3743029715
1768,145296.33773391714
1769,171385.33255943924
1770,148725.38414359535
1771,128450.54159352386
1772,139897.55779024187
1773,135919.39887963713
1774,140746.26772359892
1775,136459.3567012664
1776,118398.98227090946
1777,115682.13797854472
1778,131209.36379218046
1779,114884.88689366852
1780,171880.05809427128
1781,132754.96053977477
1782,93110.22723819029
1783,138755.85986898505
1784,99650.25437978169
1785,114875.6943776411
1786,150245.0569966843
1787,162134.1973456962
1788,63966.31459085579
1789,99089.87270576107
1790,90131.15291988499
1791,187997.4849931125
1792,155401.4501228086
1793,139421.25618451915
1794,143297.39206388855
1795,137415.12926971685
1796,123136.55046337262
1797,115264.09255626543
1798,123973.15404359074
1799,109829.87085197348
1800,129762.50603785826
1801,129286.40225580863
1802,129765.05383722016
1803,153513.34260686737
1804,143524.0342465655
1805,139877.63272581444
1806,114849.58328210216
1807,123010.02866331652
1808,113252.72668829176
1809,116045.77017707034
1810,137779.47262920105
1811,106773.07010620258
1812,104436.32628399908
1813,123256.20517276904
1814,93168.05641477165
1815,62174.15923850973
1816,102638.79479670656
1817,120011.38701156477
1818,135212.83458737546
1819,121413.73048114739
1820,60576.28795770923
1821,113243.5901823824
1822,151681.52121924335
1823,45168.081144989024
1824,127777.14380090263
1825,137706.90042468478
1826,104759.55585161039
1827,107322.20198252476
1828,134117.02282652768
1829,113711.17833945465
1830,135219.99993508845
1831,143902.68354514797
1832,95443.20748147063
1833,131929.66764522681
1834,126071.46004447575
1835,132833.24597143757
1836,123691.86992660187
1837,84103.86369001378
1838,116910.43042762432
1839,93927.9125473888
1840,159046.8900523585
1841,146060.07607970544
1842,84995.29244240749
1843,138714.2292653871
1844,130820.51266875405
1845,142168.33961663145
1846,159810.70150266556
1847,151067.70411375508
1848,59325.894891100244
1849,103021.82731789288
1850,121773.0147840672
1851,151300.78155858433
1852,130970.40408123579
1853,136773.19847906154
1854,169157.24515733926
1855,152501.78824045847
1856,217281.2391308841
1857,154944.35729173524
1858,137525.68272056093
1859,119914.5583845826
1860,155118.02842848594
1861,119369.03476395014
1862,281673.811994231
1863,263242.24130159366
1864,263242.24130159366
1865,339290.13055565034
1866,336536.7350231696
1867,240814.51815906377
1868,293245.4924345708
1869,203497.91298230266
1870,231205.2825165227
1871,247883.84766556497
1872,178394.30704951967
1873,242079.01627431132
1874,145696.14010868882
1875,197559.6859464092
1876,192188.06739477045
1877,205400.62501904936
1878,211489.74268566654
1879,133301.71672825128
1880,128744.54185718727
1881,249541.14542360092
1882,254308.66538280336
1883,195569.26418472666
1884,210771.1604445352
1885,237835.5324697847
1886,296092.4619065745
1887,199040.1887623343
1888,283104.83738833515
1889,174028.6312262718
1890,136060.78484460546
1891,136399.18330335975
1892,105414.29972467068
